web-scraper-order,web-scraper-start-url,category,category-href,sub-category,sub-category-href,product-link,product-link-href,name,price,description,img-src
1720549563-373,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Metcon 9 EasyOn Men&#x27;s Workout Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/metcon-9-easyon-workout-shoes-MNJwV2/DZ2615-001,Nike Metcon 9 EasyOn,$190,"Whatever your ""why"" is for working out, the Metcon 9 makes it all worth it. We improved on the 8 with a larger Hyperlift plate and added rubber rope wrap. Sworn by some of the greatest athletes in the world, intended for lifters, cross-trainers and go-getters, and still the gold standard that delivers day after day. This version has Nike EasyOn technology—the flexible heel collapses when you step in then snaps back into place—to help make them easy to put on and take off.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/24231b12-64f5-4957-adc6-525518d4ecfb/metcon-9-easyon-workout-shoes-MNJwV2.png"
1720549565-373,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Flex Experience Run 11 Men&#x27;s Road Running Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/flex-experience-run-11-road-running-shoes-c71bWh/DD9284-001,Nike Flex Experience Run 11,$100,"Comfortably zen, just like every run should be. With the Nike Flex Experience Run 11, we created a lightweight, clean design that feels as good as it looks. The shoes are supportive in all the right ways with movement so natural, you'll swear you've been wearing them for years.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/73eb7950-edf2-4dbf-96c3-9b684fe974a9/flex-experience-run-11-road-running-shoes-c71bWh.png"
1720549565-374,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Flex Experience Run 11 Men&#x27;s Road Running Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/flex-experience-run-11-road-running-shoes-c71bWh/DD9284-001,Nike Flex Experience Run 11,$100,"Comfortably zen, just like every run should be. With the Nike Flex Experience Run 11, we created a lightweight, clean design that feels as good as it looks. The shoes are supportive in all the right ways with movement so natural, you'll swear you've been wearing them for years.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/73eb7950-edf2-4dbf-96c3-9b684fe974a9/flex-experience-run-11-road-running-shoes-c71bWh.png"
1720549569-375,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Metcon 9 By You Custom Men&#x27;s Workout Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>Customise",https://www.nike.com/ca/u/custom-nike-metcon-9-shoes-by-you-10001897/9704068370,Nike Metcon 9 By You,$225,"Those big gains you're making? Let them shine in the Metcon 9 By You. Chrome out your design, then make your way to the rope wrap and the outsole, where marbled options and traditional colours await. And for this version of the Metcon 9, pick between various distinctive lace locks that speak to your feats of skill as an athlete.",
1720549570-374,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Metcon 9 By You Custom Men&#x27;s Workout Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>Customise",https://www.nike.com/ca/u/custom-nike-metcon-9-shoes-by-you-10001897/9704068370,Nike Metcon 9 By You,$225,"Those big gains you're making? Let them shine in the Metcon 9 By You. Chrome out your design, then make your way to the rope wrap and the outsole, where marbled options and traditional colours await. And for this version of the Metcon 9, pick between various distinctive lace locks that speak to your feats of skill as an athlete.",
1720549572-375,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Air Max Alpha Trainer 5 Men&#x27;s Workout Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-max-alpha-trainer-5-workout-shoes-mgZ1Lq/DM0829-010,Nike Air Max Alpha Trainer 5,$125,"Finish your last rep with power and rack it with a roar that stuns the gym floor in the Nike Air Max Alpha Trainer 5. The Max Air cushioning offers comfortable stability for lifting whether it's a light or heavy day. A wide, flat base gives you enhanced stability and grip for all kinds of tough workouts without sacrificing style, as you roam from station to station and set to set.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/c95a8a1b-8e71-487d-9407-a9b181fc7caa/air-max-alpha-trainer-5-workout-shoes-mgZ1Lq.png"
1720549572-376,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Air Max Alpha Trainer 5 Men&#x27;s Workout Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-max-alpha-trainer-5-workout-shoes-mgZ1Lq/DM0829-010,Nike Air Max Alpha Trainer 5,$125,"Finish your last rep with power and rack it with a roar that stuns the gym floor in the Nike Air Max Alpha Trainer 5. The Max Air cushioning offers comfortable stability for lifting whether it's a light or heavy day. A wide, flat base gives you enhanced stability and grip for all kinds of tough workouts without sacrificing style, as you roam from station to station and set to set.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/c95a8a1b-8e71-487d-9407-a9b181fc7caa/air-max-alpha-trainer-5-workout-shoes-mgZ1Lq.png"
1720549574-377,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Romaleos 4 Weightlifting Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/romaleos-4-weightlifting-shoes-f1nCw3/CD3463-101,Nike Romaleos 4,$260,"Designed for strength and stability, the Nike Romaleos 4 features a supportive midsole and a wide, flat outsole. Adjustable straps at the midfoot secure your foot during your most intense workouts.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/i1-9fe1a65e-c459-4f81-a4f0-8b1b1a188004/romaleos-4-weightlifting-shoes-f1nCw3.png"
1720549575-376,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Romaleos 4 Weightlifting Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/romaleos-4-weightlifting-shoes-f1nCw3/CD3463-101,Nike Romaleos 4,$260,"Designed for strength and stability, the Nike Romaleos 4 features a supportive midsole and a wide, flat outsole. Adjustable straps at the midfoot secure your foot during your most intense workouts.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/i1-9fe1a65e-c459-4f81-a4f0-8b1b1a188004/romaleos-4-weightlifting-shoes-f1nCw3.png"
1720549578-377,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Flex Experience Run 12 Men&#x27;s Road Running Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/flex-experience-run-12-road-running-shoes-K2D4PX/DV0740-100,Nike Flex Experience Run 12,$100,"Stay steady and keep progressing towards your running goals in the Flex Experience 12. Minimal with full range of motion from heel to toe, it's made to move with every stride, pace and kick when you find your groove.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/3c019a95-deed-477e-b426-c23d66eeba5b/flex-experience-run-12-road-running-shoes-K2D4PX.png"
1720549578-378,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Flex Experience Run 12 Men&#x27;s Road Running Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/flex-experience-run-12-road-running-shoes-K2D4PX/DV0740-100,Nike Flex Experience Run 12,$100,"Stay steady and keep progressing towards your running goals in the Flex Experience 12. Minimal with full range of motion from heel to toe, it's made to move with every stride, pace and kick when you find your groove.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/3c019a95-deed-477e-b426-c23d66eeba5b/flex-experience-run-12-road-running-shoes-K2D4PX.png"
1720549580-379,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Air Max Alpha Trainer 6 Men&#x27;s Workout Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-max-alpha-trainer-6-workout-shoes-kPTTDz/FQ1833-005,Nike Air Max Alpha Trainer 6,$125,"The Air Max Alpha Trainer 6 brings sturdiness and comfort, the best of both worlds, to your toughest workouts. A flat, wide base helps keep you from sinking, so you can set and hit your goals. The robust heel, boosted by visible ""performance Air"" cushioning, offers dependable stability when digging deep for one more rep.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/7f780023-de04-4453-89ec-9b37d2410516/air-max-alpha-trainer-6-workout-shoes-kPTTDz.png"
1720549581-378,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Air Max Alpha Trainer 6 Men&#x27;s Workout Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-max-alpha-trainer-6-workout-shoes-kPTTDz/FQ1833-005,Nike Air Max Alpha Trainer 6,$125,"The Air Max Alpha Trainer 6 brings sturdiness and comfort, the best of both worlds, to your toughest workouts. A flat, wide base helps keep you from sinking, so you can set and hit your goals. The robust heel, boosted by visible ""performance Air"" cushioning, offers dependable stability when digging deep for one more rep.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/7f780023-de04-4453-89ec-9b37d2410516/air-max-alpha-trainer-6-workout-shoes-kPTTDz.png"
1720549584-379,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Metcon 9 Men&#x27;s Workout Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/metcon-9-workout-shoes-ndTxtM/DZ2617-001,Nike Metcon 9,$190,"Whatever your ""why"" is for working out, the Metcon 9 makes it all worth it. We improved on the 8 with a larger Hyperlift plate and added rubber rope wrap. Sworn by some of the greatest athletes in the world, intended for lifters, cross-trainers and go-getters, and still the gold standard that delivers day after day.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/2a14bf14-2d2c-49a3-b168-2a8e150acb4c/metcon-9-workout-shoes-ndTxtM.png"
1720549584-380,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Training & Gym,https://www.nike.com/ca/w/mens-training-gym-shoes-58jtoznik1zy7ok,"<img alt=""Nike Metcon 9 Men&#x27;s Workout Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/metcon-9-workout-shoes-ndTxtM/DZ2617-001,Nike Metcon 9,$190,"Whatever your ""why"" is for working out, the Metcon 9 makes it all worth it. We improved on the 8 with a larger Hyperlift plate and added rubber rope wrap. Sworn by some of the greatest athletes in the world, intended for lifters, cross-trainers and go-getters, and still the gold standard that delivers day after day.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/2a14bf14-2d2c-49a3-b168-2a8e150acb4c/metcon-9-workout-shoes-ndTxtM.png"
1720549590-380,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Mercurial Superfly 9 Elite FG High-Top Football Boot"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/mercurial-superfly-9-elite-fg-high-top-football-boot-mTLtPF/FN5613-001,Nike Mercurial Superfly 9 Elite,$390,"We make Elite football boots for those obsessed with the game, the hidden gems that grind in the shadows, behind the scenes, when nobody else is watching. This special edition Superfly 9 is no exception. Featuring a metallic Swoosh design, they will be on the feet of the best players as they take to the pitch of the world's biggest tournaments. Add in a specially designed Air Zoom unit for speed and you have a championship-level boot ready for personal brilliance.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/2fec9329-384f-42bb-9007-8c681510a744/mercurial-superfly-9-elite-fg-high-top-football-boot-mTLtPF.png"
1720549590-381,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Mercurial Superfly 9 Elite FG High-Top Football Boot"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/mercurial-superfly-9-elite-fg-high-top-football-boot-mTLtPF/FN5613-001,Nike Mercurial Superfly 9 Elite,$390,"We make Elite football boots for those obsessed with the game, the hidden gems that grind in the shadows, behind the scenes, when nobody else is watching. This special edition Superfly 9 is no exception. Featuring a metallic Swoosh design, they will be on the feet of the best players as they take to the pitch of the world's biggest tournaments. Add in a specially designed Air Zoom unit for speed and you have a championship-level boot ready for personal brilliance.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/2fec9329-384f-42bb-9007-8c681510a744/mercurial-superfly-9-elite-fg-high-top-football-boot-mTLtPF.png"
1720549593-381,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Phantom Luna 2 Elite By You Custom FG High-Top Football Boot"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>Customise",https://www.nike.com/ca/u/custom-phantom-luna-2-elite-by-you-10001758/2834615820,Nike Phantom Luna 2 Elite By You,$390,"Obsessed with perfecting your craft? Let the Phantom Luna 2 Elite By You help your game shine bright. With eye-popping underfoot plates, gritty graphics and a plethora of dazzling colours, your skills will catch the gazes of every onlooker both on the pitch and in the stands. With revolutionary Nike Gripknit covering the striking area of the boot, and Nike Cyclone 360 traction guiding your unscripted agility in the open pitch, it's created with goals in mind.",
1720549593-382,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Phantom Luna 2 Elite By You Custom FG High-Top Football Boot"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>Customise",https://www.nike.com/ca/u/custom-phantom-luna-2-elite-by-you-10001758/2834615820,Nike Phantom Luna 2 Elite By You,$390,"Obsessed with perfecting your craft? Let the Phantom Luna 2 Elite By You help your game shine bright. With eye-popping underfoot plates, gritty graphics and a plethora of dazzling colours, your skills will catch the gazes of every onlooker both on the pitch and in the stands. With revolutionary Nike Gripknit covering the striking area of the boot, and Nike Cyclone 360 traction guiding your unscripted agility in the open pitch, it's created with goals in mind.",
1720549596-382,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Phantom GX 2 Elite FG Low-Top Football Boot"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/phantom-gx-2-elite-fg-low-top-football-boot-HffjMh/FQ8179-001,Nike Phantom GX 2 Elite,$340,"We make Elite football boots for those obsessed with the game, the hidden gems that grind in the shadows, behind the scenes, when nobody else is watching. This special-edition Phantom Luna 2 is no exception. Featuring a metallic Swoosh design, they will be on the feet of the best players as they take to the pitch of the world's biggest tournaments. Add in game-changing Nike Gripknit for exceptional touch and you have a championship-level boot ready for personal brilliance.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/07313f31-db54-4a24-9fa4-95015b4862d1/phantom-gx-2-elite-fg-low-top-football-boot-HffjMh.png"
1720549596-383,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Phantom GX 2 Elite FG Low-Top Football Boot"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/phantom-gx-2-elite-fg-low-top-football-boot-HffjMh/FQ8179-001,Nike Phantom GX 2 Elite,$340,"We make Elite football boots for those obsessed with the game, the hidden gems that grind in the shadows, behind the scenes, when nobody else is watching. This special-edition Phantom Luna 2 is no exception. Featuring a metallic Swoosh design, they will be on the feet of the best players as they take to the pitch of the world's biggest tournaments. Add in game-changing Nike Gripknit for exceptional touch and you have a championship-level boot ready for personal brilliance.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/07313f31-db54-4a24-9fa4-95015b4862d1/phantom-gx-2-elite-fg-low-top-football-boot-HffjMh.png"
1720549599-383,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Mercurial Superfly 9 Academy By You Custom Firm-Ground Football Boot"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>Customise",https://www.nike.com/ca/u/custom-mercurial-superfly-9-academy-shoes-by-you-10001682/8614949611,Nike Mercurial Superfly 9 Academy By You,$165,"Express your creative side with an array of vibrant, eye-catching colours that are tuned for your distinct, brash style. With special design details from eccentric colour options to personalised messages and an updated graphic, there's no limit to your creativity on or off the pitch. Loaded with a Zoom Air unit, you can put the pedal down in the final minutes of a match—when it matters most. Fast is in the Air.",
1720549599-384,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Mercurial Superfly 9 Academy By You Custom Firm-Ground Football Boot"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>Customise",https://www.nike.com/ca/u/custom-mercurial-superfly-9-academy-shoes-by-you-10001682/8614949611,Nike Mercurial Superfly 9 Academy By You,$165,"Express your creative side with an array of vibrant, eye-catching colours that are tuned for your distinct, brash style. With special design details from eccentric colour options to personalised messages and an updated graphic, there's no limit to your creativity on or off the pitch. Loaded with a Zoom Air unit, you can put the pedal down in the final minutes of a match—when it matters most. Fast is in the Air.",
1720549602-384,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Phantom GX 2 Academy TF Low-Top Football Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/phantom-gx-2-academy-tf-low-top-football-shoes-H4Wc9V/FJ2577-600,Nike Phantom GX 2 Academy,$120,"Looking to take your game to the next level? The Phantom GX 2 Academy helps put you in prime position of the goal, whether you're the playmaker, assister or finisher. The rest is up to you. Created with goals in mind, NikeSkin covers the striking area of the shoe, while Nike Cyclone 360 traction helps guide your unscripted agility.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/b92bd6f1-e520-4caf-bc86-974a2d232444/phantom-gx-2-academy-tf-low-top-football-shoes-H4Wc9V.png"
1720549602-385,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Phantom GX 2 Academy TF Low-Top Football Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/phantom-gx-2-academy-tf-low-top-football-shoes-H4Wc9V/FJ2577-600,Nike Phantom GX 2 Academy,$120,"Looking to take your game to the next level? The Phantom GX 2 Academy helps put you in prime position of the goal, whether you're the playmaker, assister or finisher. The rest is up to you. Created with goals in mind, NikeSkin covers the striking area of the shoe, while Nike Cyclone 360 traction helps guide your unscripted agility.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/b92bd6f1-e520-4caf-bc86-974a2d232444/phantom-gx-2-academy-tf-low-top-football-shoes-H4Wc9V.png"
1720549604-386,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Phantom Luna 2 Academy MG High-Top Football Boot"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/phantom-luna-2-academy-mg-high-top-football-boot-J7Dl6j/FD6725-600,Nike Phantom Luna 2 Academy,$125,"Looking to take your game to the next level? The Phantom Luna 2 Academy helps put you in prime position in front of the net, whether you're the organiser, assister or finisher. The rest is up to you. Created with goals in mind, NikeSkin covers the striking area of the boot, while Nike Cyclone 360 traction helps guide your unscripted agility.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/ca5d0505-6abe-4ef0-95c5-37388a275b3c/phantom-luna-2-academy-mg-high-top-football-boot-J7Dl6j.png"
1720549605-385,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Phantom Luna 2 Academy MG High-Top Football Boot"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/phantom-luna-2-academy-mg-high-top-football-boot-J7Dl6j/FD6725-600,Nike Phantom Luna 2 Academy,$125,"Looking to take your game to the next level? The Phantom Luna 2 Academy helps put you in prime position in front of the net, whether you're the organiser, assister or finisher. The rest is up to you. Created with goals in mind, NikeSkin covers the striking area of the boot, while Nike Cyclone 360 traction helps guide your unscripted agility.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/ca5d0505-6abe-4ef0-95c5-37388a275b3c/phantom-luna-2-academy-mg-high-top-football-boot-J7Dl6j.png"
1720549607-386,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Mercurial Vapor 15 Academy TF Low-Top Football Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/mercurial-vapor-15-academy-tf-low-top-football-shoes-SV81D9/DJ5635-601,Nike Mercurial Vapor 15 Academy,$120,"We make Academy shoes for those looking to take their game to the next level. Injected with pastel pinks and crowned with a metallic Swoosh design, this special edition of the Vapor 15 is inspired by what the pros wear for the world's biggest tournaments, where their brilliance takes centre stage. Add in an Air Zoom unit for speed, and you have a shoe ready for your moments of greatness.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/533d4c64-9b48-4f2d-8b6e-c831a18184c5/mercurial-vapor-15-academy-tf-low-top-football-shoes-SV81D9.png"
1720549607-387,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Mercurial Vapor 15 Academy TF Low-Top Football Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/mercurial-vapor-15-academy-tf-low-top-football-shoes-SV81D9/DJ5635-601,Nike Mercurial Vapor 15 Academy,$120,"We make Academy shoes for those looking to take their game to the next level. Injected with pastel pinks and crowned with a metallic Swoosh design, this special edition of the Vapor 15 is inspired by what the pros wear for the world's biggest tournaments, where their brilliance takes centre stage. Add in an Air Zoom unit for speed, and you have a shoe ready for your moments of greatness.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/533d4c64-9b48-4f2d-8b6e-c831a18184c5/mercurial-vapor-15-academy-tf-low-top-football-shoes-SV81D9.png"
1720549610-387,https://www.nike.com/ca/men,Shoes,https://www.nike.com/ca/w/mens-shoes-nik1zy7ok,Football,https://www.nike.com/ca/w/mens-football-shoes-1gdj0znik1zy7ok,"<img alt=""Nike Tiempo Legend 10 Pro FG Low-Top Football Boot"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/tiempo-legend-10-pro-fg-low-top-football-boot-GkPWJC/DV4333-601,Nike Tiempo Legend 10 Pro,$190,"Serious about your game? We make Pro boots for those looking to take their game to the next level. Injected with pastel pinks and crowned with a metallic Swoosh design, this special edition of the Legend 10 is inspired by what the pros wear for the world's biggest tournaments, where their brilliance takes centre stage. With some of Nike's greatest innovations, like FlyTouch Pro for touch for all conditions, you have a boot ready for personal brilliance.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/5281b5b3-aec0-445f-ba92-32b81988e95c/tiempo-legend-10-pro-fg-low-top-football-boot-GkPWJC.png"
